"LotFrontage","LotArea","Street","Alley","LotShape","Utilities","LandSlope","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrType","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscVal","YrSold","MSSubClass20","MSSubClass30","MSSubClass40","MSSubClass45","MSSubClass50","MSSubClass60","MSSubClass70","MSSubClass75","MSSubClass80","MSSubClass85","MSSubClass90","MSSubClass120","MSSubClass160","MSSubClass180","MSSubClass190","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LandContourHLS","LandContourLow","LandContourLvl","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleMansard","RoofStyleShed","RoofMatlMembran","RoofMatlMetal","RoofMatlRoll","RoofMatlTar&Grv","RoofMatlWdShake","RoofMatlWdShngl","Exterior1stAsphShn","Exterior1stBrkComm","Exterior1stBrkFace","Exterior1stCBlock","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stImStucc","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStone","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWd Sdng","Exterior1stWdShing","Exterior2ndAsphShn","Exterior2ndBrk Cmn","Exterior2ndBrkFace","Exterior2ndCBlock","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndImStucc","Exterior2ndMetalSd","Exterior2ndOther","Exterior2ndPlywood","Exterior2ndStone","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWd Sdng","Exterior2ndWd Shng","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","ElectricalFuseF","ElectricalFuseP","ElectricalMix","ElectricalSBrkr","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageTypeNone","MiscFeatureNone","MiscFeatureOthr","MiscFeatureShed","MiscFeatureTenC","MoSold2","MoSold3","MoSold4","MoSold5","MoSold6","MoSold7","MoSold8","MoSold9","MoSold10","MoSold11","MoSold12","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","SalePrice"
-0.464612767119714,-0.330649293008996,-0.0642603861413883,2.28663574220209,0.178820999296846,0.0261891400439454,0.225801309758736,-0.0682697472964208,-0.517471847502636,1.15195657316217,1.02539614052303,2.34104916304238,-0.190888349166577,1.06074508554904,-0.238203155596813,0.586128240522871,0.11792573162936,-0.588899903415448,1.16619587419811,1.07668848864115,-0.278246193633031,-0.288768170446492,-0.475238174324748,0.504751535224413,-0.150091205285494,0.263915494614509,0.277252373744175,-0.794081316713915,-0.120284088068819,-0.489222723052672,-0.819220722708666,-0.241153188316979,0.793273490644681,-0.759941452897126,-1.06116748421444,-0.211532471464928,0.740872656007155,-0.935078295921509,0.237133850518666,-0.951904653816842,-1.00664774227635,1.12301617689737,1.4414322111156,0.313051365276902,0.470930481573413,0.265721862243277,0.289860663749973,-0.750573166644868,1.12924739555666,-0.359479771017892,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,-1.36676060480243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,185000
0.420275708284227,0.198805528518251,-0.0642603861413883,-0.244810660326875,0.178820999296846,0.0261891400439454,0.225801309758736,0.65827982612096,-0.517471847502636,0.986359408421036,0.783168730788328,-0.735336307634313,-0.570543597812911,1.06074508554904,-0.238203155596813,0.586128240522871,0.11792573162936,-0.588899903415448,1.16619587419811,0.524686040240621,-0.278246193633031,-0.288768170446492,-0.653935956700338,-0.261546171686878,0.891970591410935,0.263915494614509,-0.577495580403642,1.26368342935483,-0.120284088068819,0.648844730874005,1.11350389494382,-0.241153188316979,0.793273490644681,1.22927692829499,0.163838210151874,-0.211532471464928,0.740872656007155,-0.316220304340229,0.237133850518666,-0.951904653816842,-1.00664774227635,0.932899881101033,0.32057452375211,0.313051365276902,0.706513675536795,0.265721862243277,0.289860663749973,-0.750573166644868,-0.01907037095552,-0.359479771017892,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,0.89087190479194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,230000
-0.0454550682441633,-0.291092323584547,-0.0642603861413883,-0.244810660326875,0.178820999296846,0.0261891400439454,0.225801309758736,-0.794819320713801,-0.517471847502636,-0.305298476559775,-1.10620506514233,0.802856427704034,1.03740804351274,-0.688764342879129,-0.238203155596813,-0.556351672154063,0.11792573162936,-0.588899903415448,0.691645613360587,0.233672197150801,-0.278246193633031,-0.288768170446492,-0.549884083418349,-0.454325469023053,-1.19215300198192,0.263915494614509,-0.760271872485565,1.35554792694719,-0.120284088068819,0.593713435528076,-0.819220722708666,-0.241153188316979,0.793273490644681,-0.759941452897126,1.38884390451819,-0.211532471464928,-0.769885850927716,0.921495678822331,0.237133850518666,0.605757506974354,0.650513426228261,-0.550007226110394,0.32057452375211,-1.02544978010059,-0.980261993241021,0.265721862243277,0.289860663749973,-0.750573166644868,1.86417076612445,-0.359479771017892,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,-0.614216434937639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,169500
-0.18517430120268,-0.155888630654313,-0.0642603861413883,-0.244810660326875,0.178820999296846,0.0261891400439454,0.225801309758736,-0.794819320713801,1.27889470882794,-0.603373373093808,1.02539614052303,-0.735336307634313,-0.570543597812911,-0.688764342879129,-0.238203155596813,-0.556351672154063,0.11792573162936,-0.588899903415448,0.217095352523064,0.471564465708352,-0.278246193633031,-0.288768170446492,-0.457142196362663,-0.107322733817939,-0.150091205285494,0.263915494614509,-0.405470834914773,-0.794081316713915,-0.120284088068819,-0.989342330833599,1.11350389494382,-0.241153188316979,-1.02526856809737,-0.759941452897126,-1.06116748421444,-0.211532471464928,0.740872656007155,-0.316220304340229,0.237133850518666,-0.951904653816842,-1.00664774227635,-0.8922165585438,-0.800283163611381,-1.02544978010059,-1.09334192634344,0.265721862243277,0.289860663749973,-0.750573166644868,-0.432464766899904,-0.359479771017892,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,-0.614216434937639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,134500
-0.464612767119714,-0.208935540933767,-0.0642603861413883,-0.244810660326875,0.178820999296846,0.0261891400439454,0.225801309758736,-0.0682697472964208,-0.517471847502636,-1.03392600142075,0.734723248841388,-0.735336307634313,-0.570543597812911,-0.688764342879129,-0.238203155596813,-0.556351672154063,0.11792573162936,-0.588899903415448,-0.732005169151982,-0.117392121497236,-0.278246193633031,-0.288768170446492,-0.0341487114989243,-0.271185136553687,0.891970591410935,0.263915494614509,0.0891003083657245,0.13145349652906,-0.120284088068819,0.166445896597126,-0.819220722708666,-0.241153188316979,-1.02526856809737,-0.759941452897126,-1.06116748421444,-0.211532471464928,-0.769885850927716,-0.316220304340229,0.237133850518666,2.16341966776555,1.20290048239646,-1.38651892761428,-0.800283163611381,-1.02544978010059,-1.09334192634344,0.265721862243277,0.289860663749973,-0.750573166644868,-0.708061030862827,1.40650539928009,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,-1.36676060480243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140000
-1.07006277660662,-0.631890829395189,-0.0642603861413883,2.28663574220209,0.178820999296846,0.0261891400439454,0.225801309758736,0.65827982612096,-0.517471847502636,1.15195657316217,1.07384162246997,-0.735336307634313,-0.570543597812911,1.06074508554904,-0.238203155596813,1.7286081531998,1.92777538126733,-0.588899903415448,-1.2065554299895,-1.01352998751986,-0.278246193633031,-0.288768170446492,1.77544908470958,0.721628244727609,0.891970591410935,0.263915494614509,0.519162172087896,-0.794081316713915,-0.120284088068819,-0.312014988012186,-0.819220722708666,-0.241153188316979,0.793273490644681,-0.759941452897126,-1.06116748421444,-0.211532471464928,0.740872656007155,-0.935078295921509,0.237133850518666,0.605757506974354,1.20290048239646,1.12301617689737,0.32057452375211,0.313051365276902,-0.0285058896289573,0.265721862243277,0.289860663749973,-0.750573166644868,2.98186672552964,-0.359479771017892,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,-0.614216434937639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,208900
-1.20978200956514,-0.67124494256618,-0.0642603861413883,-0.244810660326875,0.178820999296846,0.0261891400439454,-3.39198231252958,1.38482939953834,-0.517471847502636,1.08571770726571,0.976950658576088,2.34104916304238,0.400927185488002,1.06074508554904,-0.238203155596813,1.7286081531998,0.11792573162936,2.22931473284185,1.16619587419811,2.15759704868905,-0.278246193633031,-0.288768170446492,-0.782869799680194,1.30478561916954,0.891970591410935,0.263915494614509,1.30940084667739,-0.794081316713915,-0.120284088068819,0.266863613120068,1.11350389494382,3.9445771517563,0.793273490644681,-0.759941452897126,-1.06116748421444,-0.211532471464928,0.740872656007155,-0.935078295921509,0.237133850518666,0.605757506974354,1.20290048239646,1.04696965857884,1.4414322111156,0.313051365276902,0.0468807324393249,0.265721862243277,0.289860663749973,0.270567468689062,0.103416857472446,-0.359479771017892,-0.116380201854229,2.50781801845408,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,0.13832773492715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,275000
0.0476910870615148,0.323562124395361,-0.0642603861413883,-0.244810660326875,0.178820999296846,0.0261891400439454,0.225801309758736,-0.794819320713801,-0.517471847502636,-0.437776208352679,-1.29998699293009,-0.735336307634313,-0.570543597812911,1.06074508554904,2.60851980227329,-0.556351672154063,0.11792573162936,-0.588899903415448,0.691645613360587,-0.881880868026842,3.08376720678376,2.44322295249492,-0.029624717008403,-0.00129412028304356,0.891970591410935,0.263915494614509,0.250373507261539,0.740055793078411,-0.120284088068819,0.806362717576659,1.11350389494382,-0.241153188316979,0.793273490644681,-0.759941452897126,1.38884390451819,-0.211532471464928,0.740872656007155,0.921495678822331,0.237133850518666,0.605757506974354,1.20290048239646,-0.702100262747464,-0.800283163611381,0.313051365276902,-0.0991808478179719,0.265721862243277,0.289860663749973,-0.750573166644868,-0.708061030862827,-0.359479771017892,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,-1.36676060480243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,172500
-0.278320456508358,-0.349109212073739,-0.0642603861413883,-0.244810660326875,0.178820999296846,0.0261891400439454,0.225801309758736,-0.794819320713801,-0.517471847502636,0.257731883560066,-0.282631872044353,-0.735336307634313,-0.570543597812911,-0.688764342879129,-3.08492611346692,-3.98379141018486,-5.31162321728456,-1.52830478216788,-1.68110569082703,-1.01352998751986,-1.3989173271053,-0.288768170446492,-1.28277119088279,-2.53634188025373,-1.19215300198192,0.263915494614509,1.01104542872013,-0.794081316713915,-0.120284088068819,0.0483074065701356,-0.819220722708666,-0.241153188316979,0.793273490644681,-0.759941452897126,1.38884390451819,4.32397257847425,-0.769885850927716,0.921495678822331,0.237133850518666,-0.951904653816842,-1.00664774227635,0.0963881795971511,-0.800283163611381,0.313051365276902,-0.292359066867945,0.265721862243277,0.289860663749973,-0.750573166644868,-0.708061030862827,-0.359479771017892,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,-0.470099383239524,-0.0877182990003638,0.89087190479194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,118964
1.39831033899385,0.156205715291921,-0.0642603861413883,-0.244810660326875,0.178820999296846,0.0261891400439454,0.225801309758736,-0.794819320713801,1.27889470882794,-0.768970537834938,0.976950658576088,-0.735336307634313,-0.570543597812911,-0.688764342879129,-0.238203155596813,-0.556351672154063,0.11792573162936,-0.588899903415448,1.16619587419811,-0.680942738274347,4.20443834025603,3.47778648431174,-0.893707664697965,-0.309740996020922,0.891970591410935,0.263915494614509,-0.0990517570127256,-0.794081316713915,-0.120284088068819,-0.764879199782317,1.11350389494382,-0.241153188316979,-1.02526856809737,-0.759941452897126,-1.06116748421444,-0.211532471464928,0.740872656007155,-0.316220304340229,0.237133850518666,-0.951904653816842,-1.00664774227635,-1.08233285434014,-0.800283163611381,0.313051365276902,0.263617270885636,0.265721862243277,0.289860663749973,-0.750573166644868,-0.156868502936982,-0.359479771017892,-0.116380201854229,-0.270314412222425,-0.0636868332301632,-0.0581868734514411,1.18947664766417,-0.0877182990003638,0.13832773492715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,147000
