3.555268433629874547e+00,-2.511216697101329220e+00,2.865212588275949379e+00,5.727589415883116430e-01,-2.410588675481696530e+00,7.855113353240572582e-01,2.329106290045798389e+00,1.651549782793999832e-01,4.920109202405575921e-01,-7.924143799611769179e-01,-8.851413679253623545e-01,-2.276063955929452653e+00,1.307665751854215852e+00,1.572103068936675230e-01,1.587967112589546925e+00,7.637495907693889023e-03,-8.950746097761994591e-01,7.686141694600177043e-01,-3.925666616434140277e-01,6.543785182838922632e-01,-1.120199767914111799e+00,-7.375527215960474559e-01,-6.549832462382231268e-01,-4.170477343111052559e-01,2.436544454955835270e+00,5.314256023875190138e-01,1.876303340454020585e+00,1.819618359211059966e+00,-1.493869931994955269e-01,2.052242726456139366e+00,1.169537428285109815e-01,3.026997275291712364e-02,1.209514108482290062e+01
-3.488330447980639626e+00,-2.539490420024621109e+00,-7.202647280141606378e-01,2.497879877568666362e+00,-9.480281925607658700e-01,-2.012672844803408800e+00,2.143088598455220317e-01,1.629161204770880333e-01,-1.050077409148016949e+00,3.616975902342863258e-01,6.122941037451846702e-01,1.671378072500688261e-01,-3.133244251576891137e-03,5.070477155088274346e-01,-1.769893364103025668e+00,-4.047882973503517667e-01,2.584349698113581617e-01,2.850607784707973047e-01,-5.033089334146897409e-01,-1.253892965012472160e+00,7.844733835341433092e-01,8.199660793122558466e-01,-4.659069783971385159e-01,3.062892332863940692e-01,-4.632594364031936141e-02,1.016055379227287947e+00,-7.246038931608076439e-01,-1.802763395919727785e+00,-2.376661771929903799e-01,7.608725867989829528e-01,1.960871965147583385e-01,-8.522785679179913088e-02,1.141144629602040084e+01
1.278068202803420261e+00,-1.634012878795589430e+00,-4.685528053918070590e+00,-2.031084200477183133e-01,-1.345230601004462123e+00,-3.637327111390055712e-01,8.380567853072409257e-01,9.982046934288816287e-01,-1.173565117854749706e+00,2.213903570734037984e+00,6.663048426261052315e-01,-1.832413464439773598e+00,-6.427940535226017715e-02,-1.253989329990997215e+00,3.685132209497226086e-01,1.129984601688726276e+00,9.796934753841404220e-01,1.264292529185967462e-01,-1.225025255508501720e+00,6.836711257735172964e-02,1.235866126031551548e+00,1.494653390245500812e+00,-5.626663623796340774e-01,-2.394255048507817896e-01,2.883781173483473403e-01,4.796216789610874831e-01,7.948451125079302182e-01,9.174906135331468704e-01,3.161493192594335144e-01,-2.719696414709641408e-01,-2.512603663586286395e-01,2.122533410534921047e-02,1.123188793523710061e+01
-3.460299671076314088e+00,-3.501600902238679591e+00,-7.873391278856326503e-01,2.568710420002937589e+00,4.560250768918964859e+00,-1.677959598185751799e+00,-1.021861872023500206e+00,-3.437548244894844895e+00,-9.721841271088388359e-01,1.083570540719029501e-01,1.428028842802150145e+00,9.379783755463319550e-02,-1.456569582093292792e-01,1.292912321806298115e+00,5.524586128469359814e-01,-1.522431935590825791e+00,-1.852716267924691129e+00,8.135885137209651674e+00,-1.533866486286112885e+00,1.948820310262050048e+00,1.767487840534202270e+00,1.736548244624787296e+00,1.682390185437065144e-01,-1.075258762808031898e+00,8.405119852160411464e-02,-5.603865471440321322e-01,1.221397111422370396e-01,1.179935015328817061e+00,-9.975287729448588658e-01,3.329692721516840370e-01,-1.446779560246048146e-01,-3.317189362157858118e-02,1.153272809226639950e+01
1.608282621633330134e+00,3.206648486819313248e+00,-2.008331647932280806e+00,8.318221922841304572e-01,-1.757683984254909904e+00,-3.059234476743937781e-01,-2.571340192789383639e-01,6.647607164223918730e-01,9.318702756067469284e-02,9.652669263493557361e-01,-9.304432627782898146e-01,-1.673715427950915879e+00,1.032785232769898309e+00,5.858168545262664173e-01,-1.102738188748296766e+00,-2.868242195157868935e+00,1.506040535293698968e+00,-1.091295428068113527e+00,-8.689232566159184323e-02,2.877526308830236967e+00,2.387289762701200857e+00,2.146903277142707012e+00,6.962683413921548770e-01,7.382373542664634192e-01,-4.562647120592274175e-01,1.194420740112671631e+00,-2.549638490522448397e-01,3.027540750583880835e-01,-2.932403831662595550e-01,9.006215716306160968e-02,-4.431353987885308099e-01,-8.506898457740866282e-02,1.207823927402029973e+01
3.837030698938934670e+00,4.908662129574171973e-02,4.141122057941645451e+00,8.366590004489133925e-01,-9.709612658101102189e-01,1.255875164885444650e-01,-1.860018069275721553e+00,7.875929629142096322e-02,1.144254308591144964e+00,-2.329402850791345847e-01,2.508183839363265291e-02,-2.220241600003008409e-01,3.769370892216726554e-02,-3.757126558663970717e-01,-5.183721226853025277e-01,4.665948886024132158e-01,3.558113192614971165e-01,3.121598167151780623e-01,8.440343385750638527e-02,-3.777968099357149057e-01,-5.229330387953593506e-01,1.093473652064758800e-01,-4.799140545156358462e-01,2.819540602175105715e-01,-8.426551890797067124e-01,-9.090801954824477837e-01,3.443582181525974839e-01,-4.050559546702152680e-01,-3.527582443871078444e-01,-2.473691754286737043e-01,8.017076029292165285e-02,-5.236651919207965106e-02,1.250617723798050029e+01
1.631442340558342252e+00,3.162933806248832802e+00,-1.596091342492234944e+00,9.950907654205305430e-01,6.326736052830880253e-01,1.619299688976917062e-01,1.089345783294309422e+00,1.700547681380733644e+00,1.478626224552205048e+00,7.812091744988135522e-01,5.122851863171978826e-02,-2.717585336245585736e+00,1.459471333312285291e+00,-3.936958036309376463e-01,3.286714377860199821e-01,-1.948295298237367190e-01,-6.773077891114763771e-01,2.458533667539151146e-01,6.830917482738098068e-01,-5.374972653860488059e-01,1.005063577336752362e-01,-5.583852011361649659e-01,-4.410126884204801923e-01,4.541776735735769122e-01,-1.328169891322106000e-01,-4.131260304608514455e-01,1.040361364148181256e+00,-2.110382238915736175e-01,-8.861093583003860630e-01,-3.764103146618182905e-01,-5.194723254705519988e-01,-6.125457779914995210e-02,1.227839330710980015e+01
7.057151290420585754e-01,1.227996717403339266e+00,-1.663853302231369291e+00,7.893710233223276695e-01,-2.016104690919213460e-01,1.676652257677041291e+00,-2.616964407153045791e+00,-1.486317100209589404e+00,-1.347817328119272462e+00,-2.477116251093258448e-01,1.249908001081985409e+00,1.384531706063413248e+00,-1.168243447860821460e+00,9.908513910320429496e-02,8.037622332697190730e-01,7.934848699624440505e-01,2.432750449206819987e-01,-2.064648959309494658e-01,5.393678471957534803e-01,4.126719839654321431e-01,-6.807962777273142141e-01,-6.488609284065142147e-01,2.138134401116974503e-01,-3.283162808349784217e-02,3.853395509819663722e-01,3.601341134861680837e-01,2.856803821573756230e-01,4.199836430823200017e-01,-1.775734614631384045e-01,4.262779941276009787e-02,-2.288200304450571099e-01,4.244333959465162315e-02,1.216002870702880045e+01
-4.400783454948371975e+00,-5.596243109983421032e-02,1.552450876780692379e+00,-2.559643089002475946e+00,3.311777545306170967e-01,1.468934422040277132e+00,-1.336880834735295620e+00,-1.757553683547483203e+00,8.949101153602568859e-01,2.683520309509295765e-01,-7.599344534821415031e-01,-4.105231704622494537e-01,2.000957404648724125e-01,-1.850587411350531064e-01,2.578986222441995046e+00,6.769054497630134781e-01,-2.244665403152711125e+00,-1.369072122743566267e+00,-4.858711778811570237e-01,6.827646267805098645e-01,-1.588182479082145937e+00,1.559631112699675137e+00,-3.438954361297554274e-01,2.949538485677455357e-01,-2.708600225924008842e-01,8.950269395158448882e-01,-6.971528001752768100e-01,-9.756316098426224270e-01,-1.704591858248398761e-01,-2.425086044677437491e-01,2.933610538800598411e-01,-8.685830411463478506e-02,1.188448902140270036e+01
-4.153624002485885924e+00,8.577199786745357546e-01,2.040285958537972455e+00,-2.200769513824993862e+00,1.366103270893852084e+00,1.510469565548433701e+00,-1.209716322373027175e+00,-8.095750389248280721e-01,6.387196374755697847e-02,4.178400515550795280e-02,-4.450185482788323460e-02,1.592531460486092065e+00,4.743594111290895476e+00,-1.582224894598206921e+00,-1.003079152269557461e+00,-3.595782979784201833e-02,9.718133927312306852e-01,2.784704018556259375e-01,-3.264867606517227183e-01,-1.171454505759885745e+00,1.215613848121014140e+00,-2.992477659029119108e-01,-1.586895256895353601e+00,-8.135780965559572531e-01,4.966687588889687199e-01,6.460200033985517010e-01,1.813299837799808301e-01,-1.343870851892368767e+00,2.964709619534256491e-01,-5.487487000237681323e-02,1.317461517575144458e-01,-7.136123795121564195e-02,1.249312952258799925e+01
