"LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","MSSubClass20","MSSubClass30","MSSubClass40","MSSubClass45","MSSubClass50","MSSubClass60","MSSubClass70","MSSubClass75","MSSubClass80","MSSubClass85","MSSubClass90","MSSubClass120","MSSubClass160","MSSubClass180","MSSubClass190","AlleyNone","AlleyPave","SalePrice"
-0.454694277715708,-0.437001533547321,-0.0718115086600481,2.17888118212682,-1.69744631665199,0.684619426828855,-0.570554637923002,-0.972684900323612,-0.288553960470156,0.0990334047770898,-1.01760664200928,-1.06476918904508,0.604788858051314,-0.120200538008602,-0.292044581436912,-0.819683507644112,-0.240978466509052,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,0.112983424176262,0.31161787088171,0.135730616839312,-0.751918199272585,-0.704241947620518,1.01516287170931,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,-0.119068903542886,0.138729954271588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.213996229081727,0.261306751747199,0.651256095779058,0.38161195845159,-1.03525833724974,-0.0419344328121523,-0.570554637923002,-0.0737554633595906,-0.288553960470156,-0.401117143601752,-0.58679354387133,-0.524141591648823,0.991934313207951,-0.120200538008602,0.427297209283319,-0.819683507644112,-0.240978466509052,-1.02568939177634,1.22716489855019,0.163723018527333,-0.211381153187867,-0.318574108911216,2.15147916941044,0.157065679466839,-1.02650592761034,-1.08968597438006,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,0.250804711717995,-0.614228161849104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
-0.454694277715708,-0.143551753399882,-1.51794671753826,-0.517022653386024,-1.03525833724974,-1.68878984799844,-0.570554637923002,-0.972684900323612,-0.288553960470156,0.424923354851991,-0.689368091047033,-1.054422249382,0.934664275462887,-0.120200538008602,-0.0103975311020065,1.10743069712304,-0.240978466509052,-1.02568939177634,-0.761359798323593,1.38954664442428,-0.211381153187867,0.29666160406547,0.600289249736739,0.157065679466839,-1.02650592761034,-0.827764870913325,0.205486893226211,-0.704241947620518,-0.359201822854257,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,1.36042555750064,0.89168807039228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.06100420435848,0.249284227466662,0.651256095779058,1.2802465702892,0.289117621554773,-0.235682128716421,0.967639837305912,0.544532588405907,-0.288553960470156,-0.93747768643336,-0.484218996695627,-0.0249017529049105,1.95407094732504,-0.120200538008602,1.59384884344073,1.10743069712304,-0.240978466509052,0.789470016700575,1.22716489855019,1.38954664442428,-0.211381153187867,2.14236874299553,0.600289249736739,0.251842528341581,0.31161787088171,0.0515416907250039,1.54585402272453,2.23888650178882,-0.359201822854257,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,0.620678326978875,0.89168807039228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1.5513772426766,0.492339593338183,2.82045890909638,-0.517022653386024,1.21618079271793,1.12055174261346,0.536060092457511,2.90148172190913,3.05264632281145,0.499606468410823,4.64222892770783,3.20593015689378,-0.794890864438069,-0.120200538008602,1.68709685334891,1.10743069712304,-0.240978466509052,0.789470016700575,-0.761359798323593,-1.06210060736962,-0.211381153187867,2.14236874299553,2.15147916941044,0.306945347454803,1.64974166937376,0.930848252363333,-0.751918199272585,0.382451633699852,-0.359201822854257,-0.116299437102303,2.77880601732732,-0.0686682189375723,-0.0876577763013636,-0.858816134064648,0.89168807039228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.213996229081727,-0.151967520396258,1.37432370021816,-0.517022653386024,1.1499619947777,1.02367789466132,-0.570554637923002,-0.972684900323612,-0.288553960470156,1.1785438644002,0.0696835580531684,-0.193039522430063,1.20039725059999,-0.120200538008602,0.844058722954564,-0.819683507644112,-0.240978466509052,0.789470016700575,1.22716489855019,0.163723018527333,-0.211381153187867,0.911897317042156,0.600289249736739,0.302537121925745,1.64974166937376,2.58188663671615,0.907583961058662,-0.00996549288805968,-0.359201822854257,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,2.1001727880224,-0.614228161849104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-0.231797442116563,-0.207070756682052,0.651256095779058,-0.517022653386024,1.05063379786737,0.878367122733124,0.513927797849901,0.575227739911995,-0.288553960470156,-0.944267060393254,-0.459145218497122,-0.793162022889067,1.16145362493334,-0.120200538008602,0.37020659097219,1.10743069712304,-0.240978466509052,0.789470016700575,1.22716489855019,0.163723018527333,-0.211381153187867,0.911897317042156,-0.950900669936958,0.295924783632159,0.31161787088171,0.350880094686988,-0.751918199272585,0.216429003220351,-0.359201822854257,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,-1.59856336458641,0.138729954271588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-0.00890060651741763,-0.020120504119703,0.651256095779058,-0.517022653386024,0.951305600957028,0.733056350804922,-0.570554637923002,0.638810553746036,-0.288553960470156,-0.702112722490376,-0.149142142588331,-0.441366074344133,1.20497885361959,-0.120200538008602,0.665174785579692,1.10743069712304,-0.240978466509052,0.789470016700575,1.22716489855019,0.163723018527333,-0.211381153187867,0.29666160406547,0.600289249736739,0.289312445338572,1.64974166937376,1.71193440020164,-0.751918199272585,2.07286387130932,-0.359201822854257,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,-0.119068903542886,0.138729954271588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.0356787606024114,0.300580331063619,-0.0718115086600481,2.17888118212682,0.156680025674322,0.975240970685258,1.02850364747684,0.195923367729616,-0.288553960470156,-0.849215824954741,-0.757751122497501,-1.13202429685514,0.932373473953084,-0.120200538008602,-0.0693911700235069,-0.819683507644112,-0.240978466509052,0.789470016700575,1.22716489855019,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,0.236413738989879,0.31161787088171,0.00944722766784985,-0.751918199272585,-0.0401514257025144,-0.359201822854257,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,-1.22868974932553,1.64464618651297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0356787606024114,-0.336112517293148,-0.794879113099154,1.2802465702892,-0.174413964026805,-0.913799064381361,-0.343698618194997,-0.972684900323612,-0.288553960470156,0.69876143790104,-0.413556530863476,-0.668998746932031,-0.794890864438069,-0.120200538008602,-1.16362802098682,-0.819683507644112,-0.240978466509052,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,0.21437261134459,-1.02650592761034,-0.303922663979853,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.116299437102303,-0.270115801243134,-0.0686682189375723,-0.0876577763013636,2.1001727880224,0.138729954271588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
